nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:58
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:58
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…案情不能公开！一名工人请求中央派专案组，立案调查，…高科技…涉黑涉恐谋杀案！…连环案中案！之前还有一起放射性暗杀案，曾危及工人李淑芬生命…李淑芬居住的秦皇岛市铁路小区，近期已划旧楼拆迁范围，如果不及时立案，居民区拆迁，无法进行案情现场调查，敬请社会各界人士引起关注！帮助转 ​  展开全文c ","
2019年12月28日22:50
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…案情不能公开！一名工人请求中央派专案组，立案调查，…高科技…涉黑涉恐谋杀案！…连环案中案！之前还有一起放射性暗杀案，曾危及工人李淑芬生命…李淑芬居住的秦皇岛市铁路小区，近期已划旧楼拆迁范围，如果不及时立案，居民区拆迁，无法进行案情现场调查，敬请社会各界人士引起关注！帮助转 ​  展开全文c ","
2019年12月28日22:49
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…案情不能公开！一名工人请求中央派专案组，立案调查，…高科技…涉黑涉恐谋杀案！…连环案中案！之前还有一起放射性暗杀案，曾危及工人李淑芬生命…李淑芬居住的秦皇岛市铁路小区，近期已划旧楼拆迁范围，如果不及时立案，居民区拆迁，无法进行案情现场调查，敬请社会各界人士引起关注！帮助转 ​  展开全文c ","
2019年12月28日22:49
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:46
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:45
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:44
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:43
",iPad mini,0,0,0,0
以之为美的窝儿,"
                    流感疫情依然如故，咱班多挺了两天，还是停课了，唉😔想当个猪坚强🐷真难！前天应城还地震了，自然灾害面前人都是那么弱小那么不堪一击。唯有在一起的每一天，彼此怜惜，彼此接纳！马上要考试了，明天准备开始尝试一下网上授课，今天专门QQ建了家庭群，试了试语音授课效果，感觉还行，明天亲自实践 ​  展开全文c ","
2019年12月28日22:37
",荣耀V10 我AI的快,0,0,0,4
出发的的潜水艇,"
                    按专家的说法推论，当班生产疫苗的车间工人应该全发病了吧，怎么没通报？是隐瞒疫情还是遮掩其他问题？ ​                ","
2019年12月28日22:30
",微博国际版,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:22
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:22
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…案情不能公开！一名工人请求中央派专案组，立案调查，…高科技…涉黑涉恐谋杀案！…连环案中案！之前还有一起放射性暗杀案，曾危及工人李淑芬生命…李淑芬居住的秦皇岛市铁路小区，近期已划旧楼拆迁范围，如果不及时立案，居民区拆迁，无法进行案情现场调查，敬请社会各界人士引起关注！帮助转 ​  展开全文c ","
2019年12月28日22:21
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:21
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…案情不能公开！一名工人请求中央派专案组，立案调查，…高科技…涉黑涉恐谋杀案！…连环案中案！之前还有一起放射性暗杀案，曾危及工人李淑芬生命…李淑芬居住的秦皇岛市铁路小区，近期已划旧楼拆迁范围，如果不及时立案，居民区拆迁，无法进行案情现场调查，敬请社会各界人士引起关注！帮助转 ​  展开全文c ","
2019年12月28日22:20
",iPad mini,0,0,0,0
野野夫人,"
                    其实目前情况听从党的领导安排，在家自隔离是不需要大量购买口罩的，多多少少几个就够用了，一个是目前口罩防护用具都应该优先让给一线的疫情患者和医护人员，还有一个就是现在着急乱买的不是贵的就是假的，何必呢…… ​                ","
2019年12月28日22:19
",iPhone 7 Plus,0,9,20,252
不过如此少校_2011,"
                    转发微博                ",2019年10月05日17:05,微博视频,0,101,89,951
不过如此少校_2011,"
                    转发微博                ",2019年10月05日17:05,微博视频,0,101,89,951
不过如此少校_2011,"
                    转发微博                ",2019年10月05日17:05,微博视频,0,101,89,951
不过如此少校_2011,"
                    转发微博                ",2019年10月05日17:05,微博视频,0,101,89,951
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
铁路的卫士,"
                    急呼！…案情不能公开！一名工人请求中央派专案组，立案调查，…高科技…涉黑涉恐谋杀案！…连环案中案！之前还有一起放射性暗杀案，曾危及工人李淑芬生命…李淑芬居住的秦皇岛市铁路小区，近期已划旧楼拆迁范围，如果不及时立案，居民区拆迁，无法进行案情现场调查，敬请社会各界人士引起关注！帮助转 ​  展开全文c ","
2019年12月28日22:11
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…案情不能公开！一名工人请求中央派专案组，立案调查，…高科技…涉黑涉恐谋杀案！…连环案中案！之前还有一起放射性暗杀案，曾危及工人李淑芬生命…李淑芬居住的秦皇岛市铁路小区，近期已划旧楼拆迁范围，如果不及时立案，居民区拆迁，无法进行案情现场调查，敬请社会各界人士引起关注！帮助转 ​  展开全文c ","
2019年12月28日22:10
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:09
",iPad mini,0,0,0,0
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:09
",iPad mini,0,0,0,0
天外天话,"
                    假如，社会上从事医疗工作的人越来越少，会不会因某一突发疫情而让全社会悔恨当初呢？！……《独家采访｜女医生被扎身亡细节还原：患者家属没有任何愧疚》12月24日早上六点左右，犯罪嫌疑人找到正在值班的杨文医生，双方交流了几分钟，尖刀就扎向了杨文医生的颈部。O网页链接 ​                ","
2019年12月28日22:09
",百度App,0,0,0,3
铁路的卫士,"
                    急呼！…在危急时刻，工人李淑芬舍生忘死挺身而出，用生命和鲜血保护国家利益；保护党和人民利益！谁来保护工人李淑芬及亲人们的安全！急待中央专案组，立案彻查！！失职贪官犯罪集团连环谋杀案！北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外！！搞权、钱交易！有关 ​  展开全文c ","
2019年12月28日22:00
",iPad mini,0,0,0,0
