nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
voo-voo,"
                    一晃儿子六个月11天了，我也窝在家里六个多月了，临近12月的时候把父母接来，过年前又接侄子接来，这个春节和最亲近的人在一起，虽然是有点累而已，但是心里是踏实的，祈福新一年全家安康快乐，人们早一点脱离疫情的阴霾，走到哪里都可以幸福的喜笑颜开！ ​                ","
02月05日22:59
",iPhone客户端,0,0,0,0
殊安ing,"
#抗疫行动##手写加油接力#冬天终会过去，春日已然来临🍃愿疫情早日散去，换来我盛世中华🇨🇳武汉加油💪中国加油💪 ​                ","
02月05日22:59
",华为手机 畅享玩不停,0,0,0,1
呼和浩特交通广播,"
                    全国铁路累计运输防控物资2.8万吨#新型冠状病毒##众志成城抗疫情# 截至2月4日18时，全国铁路累计有396趟旅客列车下交发热旅客482人，累计运输疫情防控保障物资达27992吨。　　2月4日，全国铁路发送旅客124万人次，同比下降89%，客流保持低位运行。其中，旅客到达北京9.3万人次，同比下降81.9%；到达 ​  展开全文c ","
02月05日22:59
",HUAWEI P20 Pro,0,0,0,0
呼和浩特交通广播,"
                    全国铁路累计运输防控物资2.8万吨#新型冠状病毒##众志成城抗疫情# 截至2月4日18时，全国铁路累计有396趟旅客列车下交发热旅客482人，累计运输疫情防控保障物资达27992吨。　　2月4日，全国铁路发送旅客124万人次，同比下降89%，客流保持低位运行。其中，旅客到达北京9.3万人次，同比下降81.9%；到达 ​  展开全文c ","
02月05日22:59
",HUAWEI P20 Pro,0,0,0,0
喜欢小代的小陈同学_,"
                    想念我的猪猪疫情快点过去吧好想见面给他一个大大的拥抱啊 ​                ","
02月05日22:59
",OPPO R15x,0,0,0,1
嘉伦的小迷妹bibi,"
                    真的希望大家关注关注河南吧。现在好多小县城小城市的医疗用具都马上用完了，我们真的已经尽自己全力不出去了，街上商店好多已经关掉了，但河南真的离武汉很近啊。医疗条件说实话比不上武汉，真的不能让疫情在河南爆发啊。河南作为一个人口大省，真的没办法。求求大家关注一下武汉的周边吧 ​                ","
02月05日22:59
",华为P9手机摄影再突破,0,0,0,0
凌云MikeLing,"
疫情终究会过去。春天会到来。开始研究衰老与抗衰老饮食 The Longevity Diet. 读到现在跟我目前的饮食理念差别不大，吃以植物为主的食物，适当做一些#间歇性禁食# ，不过这本书讲的原理更深入，让人更容易理解。#好书推荐##知识就是健康# ​                ","
02月05日22:59
",iPhone 7 Plus,0,32,23,21
17hiro宝宝,"
                    我刚刚关注了肺炎患者求助超话，抗击肺炎疫情，我们在一起，共同关注→http://t.cn/A6PinNPb ​                ","
02月05日22:59
",超话,0,0,0,0
洗洗修修,"
                    今天你说，开车的时候听着抗疫情的歌，哭了……我想只有参加这个过程的人才能深有体会，请哪些还没重视的人们以及以看热闹的心态的人，请善良吧 ​                ","
02月05日22:59
",iPhone客户端,0,0,0,0
峰情系一生,"
                    oi//@慕峰之兰a:加油//@允许我占有李precious:一起加油@李喋喋的小窝群 //@李易峰:#勇战疫情中国要强# 我为中国加油！我和蒙牛一起向奋战中的白衣天使致敬！#抗击新型肺炎企业公益在行动# //@真果粒:勇战疫情，天生要强！我们一起加油！                ",01月31日21:58,360安全浏览器,0,928315,12524,212099
赵学鹏,"
                    回复@深夜一只猫:方舱医院的建立就是为此，可尽快安置2万人。如果基层数据严重不准确造成感染人数继续扩大，届时全国大部省份的疫情应该已经得到全面控制，会全力支援，甚至可以转移病患。                ",02月02日13:14,夜猫Android,0,3919,212,1408
康先生余生,"
                    我刚刚关注了肺炎患者求助超话，抗击肺炎疫情，我们在一起，共同关注→http://t.cn/A6PinNPb ​                ","
02月05日22:59
",超话,0,0,0,0
兔叽和小萝北,"
                    我们伟大、勇敢、勤劳的中国人民，万众一心，众志成城，一定可以战胜疫情、走向更好明天！                ",02月05日21:44,"
                        02月05日 22:59
                        ",0,2430,1488,36139
豆豆蜜lyr,"
                    gb//@豆豆蜜lyr:致敬白衣天使 加油🇨🇳 //@李易峰:#勇战疫情中国要强# 我为中国加油！我和蒙牛一起向奋战中的白衣天使致敬！#抗击新型肺炎企业公益在行动# //@真果粒:勇战疫情，天生要强！我们一起加油！                ",01月31日21:58,360安全浏览器,0,928315,12524,212099
ayuan2000,"
//@桃桃淘电影:挺好的，多机位真实呈现。//@炕上的卡夫卡:表演不够松弛啊                ",02月05日20:22,微博 weibo.com,0,26307,8942,20130
小粢味,"
                    等可以出门，你最想去吃什么？ #吃遍乐清##乐清美食##温州美食##假如一觉醒来疫情消失了# 2乐清市 L小粢味的微博视频 ​                ","
02月05日22:59
",三星 Galaxy Note9,0,1,0,5
Mr诚的爸比,"
                    我刚刚关注了肺炎患者求助超话，抗击肺炎疫情，我们在一起，共同关注→http://t.cn/A6PinNPb ​                ","
02月05日22:59
",超话,0,0,0,0
纸鸢钟爱一深,"
疫情严峻的形势下，李汶翰粉丝此时此刻只想网络暴力 毫无人性 疫情爆发 利用国情诅咒别人得肺炎 追星莫要失去理智@新华网 @人民日报 ​​​                ",02月05日22:26,宁包给的iPhone 6s(脑残粉),0,3142,2892,8359
你会唱小星星嘛妞,"
                    还记得小学那会，有个作文题目，“20年后的………”。。那时候写的啥也记不清了，只知道那时候想的现在该是高科技时代。哈哈，20年后了，现实是疫情严重，大家都躲在家里了 ​                ","
02月05日22:59
",荣耀8 美得与众不同,0,0,0,0
你会唱小星星嘛妞,"
                    还记得小学那会，有个作文题目，“20年后的………”。。那时候写的啥也记不清了，只知道那时候想的现在该是高科技时代。哈哈，20年后了，现实是疫情严重，大家都躲在家里了 ​                ","
02月05日22:59
",荣耀8 美得与众不同,0,0,0,0
你会唱小星星嘛妞,"
                    还记得小学那会，有个作文题目，“20年后的………”。。那时候写的啥也记不清了，只知道那时候想的现在该是高科技时代。哈哈，20年后了，现实是疫情严重，大家都躲在家里了 ​                ","
02月05日22:59
",荣耀8 美得与众不同,0,0,0,0
你会唱小星星嘛妞,"
                    还记得小学那会，有个作文题目，“20年后的………”。。那时候写的啥也记不清了，只知道那时候想的现在该是高科技时代。哈哈，20年后了，现实是疫情严重，大家都躲在家里了 ​                ","
02月05日22:59
",荣耀8 美得与众不同,0,0,0,0
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
繁华路漫漫,"
#抗击肺炎关爱医护# 希望在大大的世界里，付出一点点温暖。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！ @北京感恩公益基金会http://t.cn/A6Pfslok ​                ","
02月05日22:59
",微公益,0,0,0,3
他的眼睛会下雨201605,"
                    武汉加油💪//@胡歌:#致敬疫情前线医护人员# 致敬所有医护人员！愿大家健康平安❤️                ",01月22日15:00,微博 weibo.com,0,7769973,76287,819410
大图图与小锦润,"
                    🙏平安                ",02月04日17:59,音乐综合 · 视频社区,0,142,75,363
芯小女孩,"
#疫情过后我们会有什么改变# ​                ","
02月05日22:59
",Android,0,0,0,0
曳光如虹fromz,"
#致敬疫情前线医护人员# 真的太难了，好心疼他（她）们。                ",02月05日15:56,社会 · 视频社区,0,32,20,121
肖可爱Yami,"
//@三儿_Yami://@三儿_Yami:加油//@静静生活LSX:一起向奋斗在一线的战“疫”英雄们致敬！愿疫情早日散去，愿英雄早日归来，加油中国 ",02月05日10:00,"
                        02月05日 22:59
                        ",0,16517,570,6070
_楠元-,"
                    //@德云社张九龄:不出门 不聚会 在家读书 创新作品 为防止疫情贡献微薄之力 春暖花开 愿一切都好 ",02月05日22:07,iPhone客户端,0,1628,2443,27174
小言公子的坚果,"
                    //@肖家兔子三岁了:加油//@三儿_Yami:加油//@静静生活LSX:一起向奋斗在一线的战“疫”英雄们致敬！愿疫情早日散去，愿英雄早日归来，加油中国 ",02月05日10:00,"
                        02月05日 22:59
                        ",0,16517,570,6070
忘小忧_兜兜转转回到了最初,"
                    //@格杂砸_://@速度狂犬_Ex修罗架势://@上海领养之家: 青浦，要处理掉猫！希望附近能帮博主去和园区沟通！猫狗和疫情无关！请他们领导看官媒看官媒！求扩散！                ",02月05日14:20,"
                        02月05日 22:59
                        ",0,0,0,0
暖玉微霜,"
                    我也觉得疫情完全消灭可能要等五月//@秋田六千:哟吼//@夏目家的小诗哥:这不是以前段子毕业于家里蹲大学//@纯良英俊的笑了笑:大四学生：刚开学就毕业了//@小野妹子学吐槽: ペキンがいこくごきゅうかだいがく                ",02月05日18:03,"
                        02月05日 22:59
                        ",0,9622,13896,321031
逞tingting_new,"
                    ~爱你哦                ",02月05日20:47,微博视频,0,1607,1218,1441
电系兴兴,"
                    //@电系兴兴:害//@尖叫鸡x:@尖叫鸡x 【044小芋圆奶茶六杯】自产自销快乐快乐//@小羊兴兴丨奶茶店:#兴兴奶茶店营业中#为中国加油！向医护人员致敬//@努力努力再努力x:#勇战疫情中国要强# 我为中国加油！我和蒙牛一起向奋战中的白衣天使致敬！                ",01月31日21:58,360安全浏览器,0,928316,12524,212099
只磕漂亮仙子,"
#坚决打击囤积居奇发疫情财# 利用这个时刻赚黑心钱的都biss 没有良心 ​                ","
02月05日22:59
",火锅交流大队超话,0,0,0,1
-遇见野兔的这一年-,"
                    我突然好想好想好想好想喝奶茶好想对疫情爆发前没有和奶茶吃烤肉的自己说你没有珍惜这可能是几个月内最后的机会！准备在家自制奶茶 突然发现家里什么都没有辽逛了圈淘宝 发现都要10号之后发货我的生活 它无望！ ​                ","
02月05日22:59
",Android,0,1,2,0
用户eex05hk5a4,"
 ",02月03日22:10,微博 weibo.com,0,18081,4499,109311
白司藤,"
                    //@谁·为妖://@长安相思曲://@卿瑄澂://@乔凯文:多么美好的人啊。//@M大王叫我来巡山:希望疫情过去后能以扶贫形式或者别的方式帮还给他们。他们也非常不容易啊//@马玉兰还在害人: 啊😢//@林心雪:不要辜负这片土地上最好的人民 ",02月05日14:49,微博 weibo.com,0,167588,12217,788771
她叫呼呼,"
#假如一觉醒来疫情消失了#我要去吃炸鸡，自己做好芝士，再放一桶辣酱，还有意大利面堆成堆的那种，把芝士全裹到炸鸡上，倒上辣酱就是一大口，再把芝士和酱倒在意面上，搅和！造就完了！！这几天看吃播活命，他们吃得太香了真的是酷刑... ​                ","
02月05日22:59
",vivo Y3 闪充强续航,0,0,0,3
-是是是王北北呀,"
#假如一觉醒来疫情消失了# 一定要拉着三石哥哥去看电影吃火锅喝奶茶撸串串 对了 还要去旅游 人生太短啦 要和爱的人好好在一起 2南通 ​                ","
02月05日22:59
",iPhone客户端,0,1,1,3
BBBigblue,"
                    我刚刚关注了肺炎患者求助超话，抗击肺炎疫情，我们在一起，共同关注→http://t.cn/A6PinNPb ​                ","
02月05日22:59
",超话,0,0,0,0
BBBigblue,"
                    我刚刚关注了肺炎患者求助超话，抗击肺炎疫情，我们在一起，共同关注→http://t.cn/A6PinNPb ​                ","
02月05日22:59
",超话,0,0,0,0
BBBigblue,"
                    我刚刚关注了肺炎患者求助超话，抗击肺炎疫情，我们在一起，共同关注→http://t.cn/A6PinNPb ​                ","
02月05日22:59
",超话,0,0,0,0
BBBigblue,"
                    我刚刚关注了肺炎患者求助超话，抗击肺炎疫情，我们在一起，共同关注→http://t.cn/A6PinNPb ​                ","
02月05日22:59
",超话,0,0,0,0
