nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
安徽商报,"
                    【时隔33年后，#日本冲绳再现猪瘟疫情#：已扑杀超3000头猪！】1月8日，日本冲绳县时隔33年再次发现猪瘟疫情后，10日冲绳县内又有一家养猪场被发现感染猪瘟疫情。据悉，10日发现的感染猪瘟疫情的地点，距离8日刚刚确认的疫情地只有1.5公里。日本冲绳县农林水产部工作人员表示， 截至11日中午已在冲绳县 ​  展开全文c ","
01月11日22:59
",HUAWEI Mate 20,0,0,0,1
央视财经,"
                    【时隔33年后，#日本冲绳再现猪瘟疫情#：已扑杀超3000头猪！】1月8日，日本冲绳县时隔33年再次发现猪瘟疫情后，10日冲绳县内又有一家养猪场被发现感染猪瘟疫情。据悉，10日发现的感染猪瘟疫情的地点，距离8日刚刚确认的疫情地只有1.5公里。日本冲绳县农林水产部工作人员表示， 截至11日中午已在冲绳县 ​  展开全文c ","
01月11日22:59
",微博 weibo.com,0,33,33,144
慢半拍有怎样,"
                    专家称系新型冠状病毒 武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展 O专家称系新型冠状病毒 武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展 ​                ","
01月11日22:57
",学习强国客户端,0,0,0,0
幻想业火,"
                    转发微博                ",01月11日10:31,专业版微博平台,0,470,2424,16778
记者赵云飞,"
                    昨天还在郑州报春运，今天就在武汉报疫情#武汉发现不明原因肺炎# 2武汉·华南海鲜水产批发市场 ​                ","
01月11日22:53
",HUAWEI Mate 20,0,0,0,5
Jade海玉,"
                    武汉出现不明肺炎疫情，不少市民纷纷戴口罩防备，一罩难求，有药房坐地起价，一盒50个口罩以500元出售，引起讨论。荃湾一间药房不但没有坐地起价，更免费派口罩，又细心的分大中小三个尺寸，每人限取五个，获网民激赞[强][爱心] ​                ","
01月11日22:53
",iPhone客户端,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪 ​  展开全文c ","
01月11日22:50
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪 ​  展开全文c ","
01月11日22:50
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月11日22:50
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪 ​  展开全文c ","
01月11日22:50
",iPad mini,0,0,0,0
