nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
法语世界,"
                    刚果(金)麻疹（rougeole ）疫情已造成6000多人死亡：O刚果(金)麻疹疫情已造成6000多人死亡 ​                ","
01月08日22:59
",微博 weibo.com,0,1,1,8
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:55
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:55
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:55
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:54
",iPad mini,0,0,0,0
香港老友記,"
                    我這條微博說的是政府對疫情的應急響應，至於民建聯的行動，她是作為一個政黨，代表民意去找中聯辦表示關切，這是政黨行為，有她的政治目的在裡面，這個就見仁見智了 ",01月08日00:00,祖国反黑站超话,0,83,815,2735
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:53
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:53
",iPad mini,0,0,0,0
nongxuezhi14697,"
                    这些香油高级杂种们，白皮猪的病毒感染不会死人，内地武汉小疫情会要它们命 ，所以国家卫健委要及时向它们的汇报。                ",01月08日21:23,iPhone 8 Plus,0,5,18,64
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:39
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:38
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:37
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:37
",iPad mini,0,0,0,0
忍冬的冬天,"
                    许一个愿：希望明天没有疫情，大家平平安安！实习🔚寒假快乐😁 ​                ","
01月08日22:37
",HUAWEI P20 Pro,0,0,1,1
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:36
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:35
",iPad mini,0,0,0,0
热门表哥,"
@华记茶餐厅杨官华 说自己的脸书账号第四次被冻结，同时表示香港黑媒体和黄丝各种炒作武汉肺炎疫情(今日患者全部已经出院)，却对美国流感死亡两千多人和澳大利亚山火视而不见。关注@热门表哥 观看更多热门视频 L热门表哥的微博视频 ​                ","
01月08日22:34
",热门表哥的Android,0,16,27,161
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:28
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:27
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:27
",iPad mini,0,0,0,0
铁路的卫士,"
                    在危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪 ​  展开全文c ","
01月08日22:27
",iPad mini,0,0,0,0
